index,Company,TypeName,Inches,ScreenResolution,Cpu,ram,Memory,memory_space,memory_type,extend_memory,gpu_brand,OpSys,gpu_name,Weight,price,extend_memory_type
780,Dell,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",32,"1TB SSD +  1TB HDD",1TB," SSD    HDD",NULL,Nvidia,windows," GeForce GTX 1070M",4.42,191211,NULL
781,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.3,125208,HDD
782,Toshiba,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce 930M",1.47,93986,NULL
783,Lenovo,Notebook,16.0,1366x768,"Intel Celeron Quad Core N3710 1.6GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,NA," HD Graphics 405",2.2,17529,NULL
784,Lenovo,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.7,122491,NULL
785,MSI,Gaming,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",1.6,100752,HDD
786,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.2,58022,HDD
787,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GTX 1050",2.4,53227,NULL
788,Acer,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",4.2,122491,HDD
789,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.62,52481,NULL
790,Asus,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX1060",2.24,71342,HDD
791,Vero,Notebook,14.0,1920x1080,"Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.22,10811,NULL
792,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.37,104962,NULL
793,Lenovo,"2 in 1 Convertible",16.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R7 M460",2.08,51096,NULL
794,Apple,Ultrabook,12.0,"IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz",8,"512GB Flash Storage",512GB," Flash Storage",NULL,Intel,macos," HD Graphics 5300",0.920,62071,NULL
795,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Touchscreen 2560x1440","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.42,124142,NULL
796,Asus,Notebook,14.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.63,15931,NULL
797,Dell,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.95,43157,NULL
798,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.38,71875,NULL
799,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R5 M420X",2,39374,NULL
800,HP,Workstation,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M2200",3.14,110018,NULL
801,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.37,58555,NULL
802,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.29,79867,NULL
803,Dell,Notebook,16.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.06,93187,NULL
804,Dell,Netbook,12.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 505",1.63,39640,NULL
805,HP,Netbook,13.0,1366x768,"Intel Core i5 7300U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.26,74006,NULL
806,Toshiba,Notebook,16.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.1,41558,NULL
807,HP,Notebook,16.0,1366x768,"AMD A12-Series 9700P 2.5GHz",8,"2TB HDD",2TB," HDD",NULL,AMD,windows," Radeon R7 Graphics",2.04,33513,NULL
808,Dell,Gaming,16.0,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050 Ti",2.62,89457,NULL
809,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 920M",2.4,32448,NULL
810,HP,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon RX 580",3.74,93187,NULL
811,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",2.9,128671,HDD
812,Samsung,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",0.81,79867,NULL
813,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GT 940MX",1.98,51202,NULL
814,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R5 M420",2.18,42081,NULL
815,Lenovo,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.32,99048,NULL
816,Razer,Ultrabook,13.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.5GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.29,95851,NULL
817,HP,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"16GB Flash Storage",16GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.23,20513,NULL
818,Dell,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",4.36,133467,HDD
819,Dell,Notebook,14.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.76,40226,NULL
820,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.1,26102,NULL
821,Toshiba,Ultrabook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.25,58075,NULL
822,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.13,133147,NULL
823,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.4,63883,NULL
824,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB Flash Storage",256GB," Flash Storage",NULL,Intel,windows," HD Graphics 620",1.13,99900,NULL
825,Toshiba,Notebook,14.0,1366x768,"Intel Pentium Dual Core 4405U 2.1GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 510",1.75,26587,NULL
826,Asus,"2 in 1 Convertible",13.0,"Touchscreen / Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.1,72354,NULL
827,Dell,Notebook,14.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.76,31169,NULL
828,Acer,Netbook,12.0,"IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.35,18914,NULL
829,Acer,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.5,32980,NULL
830,Razer,Gaming,17.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz",32,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1080",3.49,292987,NULL
831,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 520",1.1,111835,NULL
832,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,linux," GeForce 920",2.1,27652,NULL
833,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.7,63190,NULL
834,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.32,87912,NULL
835,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",3.21,147832,HDD
836,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",2.9,128884,HDD
837,Toshiba,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.0,35644,NULL
838,Lenovo,Notebook,14.0,1366x768,"Intel Celeron Quad Core N3160 1.6GHz",4,"16GB Flash Storage",16GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.5,17316,NULL
839,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB HDD",128GB," HDD",NULL,Intel,windows," HD Graphics 620",2.3,31435,NULL
840,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.73,95851,HDD
841,Dell,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",32,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.42,163724,HDD
842,HP,Notebook,17.0,1600x900,"Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 930MX",2.63,48485,NULL
843,Dell,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",2.18,38041,NULL
844,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 520",1.54,99634,NULL
845,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R5 M420",2.18,39374,NULL
846,HP,"2 in 1 Convertible",12.0,"Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,others," HD Graphics 500",1.4,32767,NULL
847,Asus,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce 940M",1.45,54665,NULL
848,HP,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.28,121319,NULL
849,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 520",1.54,78215,NULL
850,HP,Notebook,16.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,NA," HD Graphics 400",1.86,15931,NULL
851,Asus,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.1,101179,HDD
852,Dell,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,linux," Radeon R7 M445",2.83,46087,NULL
853,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GT 940MX",1.96,101392,NULL
854,Asus,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 930MX",2.3,41931,NULL
855,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.9,50350,NULL
856,Asus,Notebook,16.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 505",2,23923,NULL
857,HP,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.28,136344,NULL
858,Dell,Notebook,13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",1.62,34579,NULL
859,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2.0GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,NA," HD Graphics 520",2.2,24988,NULL
860,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.3,45323,NULL
861,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R7 M465",1.84,71875,NULL
862,Toshiba,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.05,68465,NULL
863,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,NA," GeForce GTX 1050",2.5,54186,NULL
864,Dell,Ultrabook,13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7660U 2.5GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," Iris Plus Graphics 640",1.29,119347,NULL
865,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.07,48485,NULL
866,Toshiba,Ultrabook,13.0,1366x768,"Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.2,58342,NULL
867,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.37,103896,NULL
868,Acer,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.56,48059,NULL
869,Dell,Workstation,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," Quadro M620",2.23,94732,NULL
870,Lenovo,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.38,56210,NULL
871,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,NA," Radeon R5 M430",2.2,25521,NULL
872,Toshiba,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.0,73953,NULL
873,Lenovo,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"180GB SSD",180GB," SSD",NULL,Intel,windows," HD Graphics 620",1.44,39161,NULL
874,Samsung,Ultrabook,15.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 940MX",1.23,98515,NULL
875,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.6,90043,NULL
876,Asus,Notebook,16.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,linux," HD Graphics 505",2,21258,NULL
877,Xiaomi,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 940MX",1.28,49817,NULL
878,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce 940MX",2.18,48618,HDD
879,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.04,44702,NULL
880,HP,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.28,90576,NULL
881,HP,"2 in 1 Convertible",16.0,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.3,36486,NULL
882,Asus,Notebook,14.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.65,18541,NULL
883,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 940MX",2.2,35644,NULL
884,Dell,Notebook,16.0,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics",2.2,19660,NULL
885,HP,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.28,95851,NULL
886,Dell,Notebook,16.0,1366x768,"Intel Core i3 6006U 2.0GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,linux," Radeon R5 M420X",2.18,24280,NULL
887,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",12,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.2,72988,HDD
888,Acer,Netbook,12.0,"IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.25,15824,NULL
889,Lenovo,Notebook,17.0,1600x900,"AMD A4-Series 7210 2.2GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R3",2.8,20193,NULL
890,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.95,67399,NULL
891,HP,"2 in 1 Convertible",13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.42,74539,NULL
892,Samsung,Ultrabook,15.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.17,90523,NULL
893,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.32,95851,NULL
894,MSI,Gaming,17.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16,"512GB SSD +  2TB HDD",512GB," SSD   ",2TB,Nvidia,windows," GeForce GTX 1060",2.43,141139,HDD
895,Toshiba,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.05,78588,NULL
896,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,linux," GeForce GTX 1050Ti",2.62,49497,NULL
897,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 930MX",2.04,47952,NULL
898,Dell,Notebook,16.0,1366x768,"Intel Core i3 6006U 2.0GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M420X",2.18,32714,NULL
899,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.9,49817,NULL
900,Dell,"2 in 1 Convertible",13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7Y75 1.3GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 615",1.24,107258,NULL
901,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"256GB SSD +  256GB SSD",256GB,SSD,NULL,Nvidia,windows," GeForce GTX 980M",3.58,68145,NULL
902,Dell,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz",16,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 615",1.22,87859,NULL
903,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB Flash Storage",256GB," Flash Storage",NULL,Intel,windows," HD Graphics 620",1.13,109171,NULL
904,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.95,104588,NULL
905,LG,Ultrabook,16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.08,111835,NULL
906,HP,Netbook,13.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.26,79014,NULL
907,Acer,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Celeron Dual Core 3205U 1.5GHz",4,"16GB Flash Storage",16GB," Flash Storage",NULL,Intel,others," HD Graphics",2.20,19128,NULL
908,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 960M",2.6,42038,HDD
909,LG,Ultrabook,14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",0.98,101179,NULL
910,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.6,64202,NULL
911,HP,Ultrabook,13.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz",8,"240GB SSD",240GB," SSD",NULL,Intel,windows," HD Graphics 515",1.09,165168,NULL
912,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",6,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 940MX",2.2,42038,NULL
913,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",2.04,54292,NULL
914,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.4,26587,NULL
915,Lenovo,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.44,46940,NULL
